gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens
SKA3,0.8593999999999994,507,95.39,1,0,False,6.003375488643774,0.0,300.0,up,True,6.706873058107557,0.7034975694637831,False,True,True
SCNN1G,0.8591666666666669,508,95.39,1,0,False,3.3237698763306422,4.21784095139236e-149,148.37490980089692,up,True,7.284664232454891,3.960894356124249,False,True,True
DPP4,0.8588999999999999,509,95.38,1,0,False,7.343416265802848,0.0,300.0,up,True,10.501693366683304,3.1582771008804564,False,True,True
COL17A1,0.8584666666666669,510,95.37,1,0,False,7.156861505731388,6.529223255343876e-218,217.18513848120315,up,True,7.947125474105477,0.7902639683740896,False,True,True
HMMR,0.8583333333333322,511,95.36,1,0,False,6.637126194697269,0.0,300.0,up,True,7.775370815821872,1.1382446211246025,False,True,True
IDO1,0.8582333333333336,512,95.35,1,0,False,4.594676097730805,8.887578749083316e-243,242.05121653814507,up,True,8.738007634823186,4.14333153709238,False,True,True
SLC6A3,0.8582333333333331,513,95.34,1,0,False,3.946046737320618,1.2137559846464996e-109,108.91586861571008,up,True,4.699294602571488,0.7532478652508703,False,True,True
EMCN,0.8581666666666666,514,95.33,1,0,False,2.418836617046148,4.748145004177448e-183,182.3234760265429,up,True,7.491494442806796,5.072657825760648,False,True,True
DNAJC12,0.858066666666666,515,95.32,1,0,False,6.1172364876765855,7.459182908047514e-242,241.12730874329964,up,True,7.622881285669885,1.5056447979933003,False,True,True
LRRC15,0.8578999999999998,516,95.31,1,0,False,6.982238892453111,0.0,300.0,up,True,8.126907914392227,1.1446690219391156,False,True,True
POU2AF1,0.8573999999999994,518,95.29,1,0,False,6.226278615280199,0.0,300.0,up,True,8.274391823173751,2.048113207893552,False,True,True
