gene,predicted_prob,rank,percentile,predicted_label,label,is_lcgene_gene,log2fc,pvalue_adj,neg_log10_padj,direction,is_de_significant,mean_tumor,mean_normal,is_query_gene,novel_candidate,novel_candidate_sens,degree,weighted_degree,betweenness_centrality,eigenvector_centrality,clustering_coefficient,in_largest_component,mean_edge_weight,tumor_mean,tumor_std,normal_mean,normal_std,abs_log2fc_rank,neg_log10_padj_rank
ADRB2,0.9635,109,99.02,1,1,True,1.232541,0.0,57.474794,ns,False,6.25377,5.021229,False,False,False,2,1.261164,0.0,0.000305,0.673015,1,0.630582,6.25377,1.422999,5.021229,0.749513,0.060805,0.069998
MME,0.963267,110,99.01,1,1,True,2.97693,0.0,153.286171,up,True,7.402674,4.425745,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.402674,1.754338,4.425745,1.093618,0.215456,0.165392
NR4A2,0.963233,111,99.0,1,1,True,4.014126,0.0,255.460824,up,True,8.592033,4.577907,False,False,False,4,2.763206,5.4e-05,0.0,0.472492,1,0.690802,8.592033,1.529612,4.577907,1.238542,0.406699,0.278445
FGG,0.9631,112,98.99,1,1,True,5.67769,0.0,118.361688,up,True,9.536226,3.858536,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.536226,3.980025,3.858536,2.541634,0.833333,0.128345
PIGR,0.962867,113,98.98,1,1,True,6.501351,0.0,201.994317,up,True,12.13876,5.637409,False,False,False,3,1.897795,0.0,0.0,0.65892,1,0.632598,12.13876,3.04857,5.637409,2.237509,0.951666,0.217914
ITGB8,0.962667,114,98.97,1,1,True,6.082372,0.0,277.129034,up,True,8.498347,2.415976,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.498347,2.050665,2.415976,0.832288,0.904333,0.305571
DKK1,0.962433,115,98.96,1,1,True,4.29164,0.0,126.532226,up,True,5.72444,1.4328,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.72444,2.95874,1.4328,0.844984,0.473603,0.1359
CLDN10,0.9622,116,98.95,1,1,True,5.172763,0.0,147.583017,up,True,6.662105,1.489343,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.662105,3.104629,1.489343,0.785097,0.716275,0.160113
SELE,0.962067,117,98.94,1,1,True,1.836936,0.0,55.263893,ns,False,4.859163,3.022228,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.859163,1.680666,3.022228,1.989395,0.102312,0.067814
HTRA3,0.961967,118,98.94,1,1,True,4.216583,0.0,295.90081,up,True,9.95583,5.739247,False,False,False,91,61.640003,2e-06,0.000187,0.470107,1,0.677363,9.95583,1.416306,5.739247,1.021766,0.455034,0.328418
WNT3A,0.9619,119,98.93,1,1,True,0.148748,0.08523,1.069405,ns,False,3.247597,3.098849,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.247597,1.72131,3.098849,0.856914,0.00537,0.004915
SFRP4,0.961733,120,98.92,1,1,True,5.48409,0.0,300.0,up,True,9.687371,4.203282,False,False,False,60,39.995952,2e-06,0.000184,0.470378,1,0.666599,9.687371,1.783359,4.203282,1.485487,0.792736,0.666394
CCL4,0.9617,121,98.91,1,1,True,1.786742,0.0,98.759901,ns,False,7.315878,5.529136,False,False,False,170,115.089827,8e-06,0.029466,0.472356,1,0.676999,7.315878,1.265112,5.529136,1.252663,0.098216,0.108138
SRPX,0.961667,122,98.9,1,1,True,0.433869,0.0,10.348794,ns,False,6.896548,6.462679,False,False,False,7,4.394222,0.0,9.7e-05,0.675322,1,0.627746,6.896548,1.265353,6.462679,0.807824,0.017659,0.020754
CAMP,0.961333,123,98.89,1,1,True,-0.469455,1e-06,6.180999,ns,False,2.514172,2.983627,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,2.514172,1.571126,2.983627,1.440891,0.019206,0.015019
SCGB1A1,0.9607,124,98.88,1,1,True,-0.048625,0.824598,0.083758,ns,False,7.720957,7.769582,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.720957,3.990153,7.769582,3.086108,0.001092,0.000182
DUOX1,0.9606,125,98.87,1,1,True,1.976931,0.0,62.760424,ns,False,8.55507,6.578139,False,False,False,4,2.476345,2.5e-05,0.0,0.21855,1,0.619086,8.55507,2.063771,6.578139,1.421227,0.113781,0.075278
S100A2,0.9606,126,98.86,1,1,True,5.392728,0.0,251.127258,up,True,7.92461,2.531882,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.92461,2.085793,2.531882,1.090304,0.771983,0.273621
ALPL,0.959967,127,98.85,1,1,True,3.568451,0.0,145.620644,up,True,9.968249,6.399798,False,False,False,1,0.600494,0.0,0.0,0.0,1,0.600494,9.968249,2.149843,6.399798,1.533616,0.312125,0.157655
PTGS2,0.959467,128,98.84,1,1,True,4.560572,0.0,196.113178,up,True,9.765856,5.205284,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.765856,2.147308,5.205284,1.7696,0.544875,0.211724
CA2,0.959333,129,98.83,1,1,True,2.833613,0.0,169.036862,up,True,8.026362,5.192749,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.026362,1.557308,5.192749,0.914014,0.196978,0.181504
CALCA,0.9583,130,98.83,1,1,True,3.08571,0.0,36.108792,up,True,4.249776,1.164067,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.249776,4.418307,1.164067,1.139096,0.231021,0.047424
IQGAP3,0.957967,131,98.82,1,1,True,6.896632,0.0,300.0,up,True,8.806215,1.909583,False,False,False,144,102.45702,1.2e-05,0.000101,0.678955,1,0.711507,8.806215,1.303605,1.909583,0.963675,0.974604,0.666394
RASD1,0.957667,132,98.81,1,0,False,4.455709,0.0,210.992393,up,True,9.837367,5.381658,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,9.837367,2.036917,5.381658,1.149192,0.516749,0.226379
CTHRC1,0.957533,133,98.8,1,1,True,6.831151,0.0,300.0,up,True,9.990564,3.159413,False,False,False,44,29.523875,0.0,5e-05,0.509688,1,0.670997,9.990564,1.487345,3.159413,1.215037,0.971327,0.666394
PTPRZ1,0.957533,134,98.79,1,1,True,3.719883,0.0,115.283977,up,True,5.315068,1.595185,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.315068,2.736848,1.595185,0.945054,0.341799,0.12525
HOPX,0.9574,135,98.78,1,1,True,3.767962,0.0,181.228048,up,True,11.755955,7.987993,False,False,False,15,9.668431,0.000101,2e-06,0.227596,1,0.644562,11.755955,1.958764,7.987993,0.938849,0.351902,0.195431
WIF1,0.956367,136,98.77,1,1,True,1.267994,0.0,15.148703,ns,False,6.34121,5.073216,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.34121,3.070263,5.073216,1.668572,0.063262,0.025123
CCL3,0.955567,137,98.76,1,1,True,2.287278,0.0,123.111557,up,True,7.212164,4.924886,False,False,False,66,43.222478,7e-06,0.013171,0.616262,1,0.654886,7.212164,1.303036,4.924886,1.524068,0.139268,0.132259
TNC,0.955533,138,98.75,1,1,True,6.074694,0.0,300.0,up,True,11.715003,5.640309,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.715003,1.933987,5.640309,1.605739,0.903423,0.666394
SLC7A5,0.955367,139,98.74,1,1,True,6.715161,0.0,300.0,up,True,10.921476,4.206315,False,False,False,1,0.624687,0.0,0.0,0.0,0,0.624687,10.921476,1.35751,4.206315,0.909857,0.9645,0.666394
CAV1,0.955067,140,98.73,1,1,True,2.182786,0.0,138.021228,up,True,10.797889,8.615103,False,False,False,2,1.461171,4.1e-05,9e-06,0.0,1,0.730586,10.797889,1.405816,8.615103,0.771989,0.130803,0.150555
ESM1,0.954967,141,98.73,1,1,True,4.230051,0.0,269.289448,up,True,7.819385,3.589334,False,False,False,3,2.111492,7.4e-05,0.0,0.478572,1,0.703831,7.819385,1.482569,3.589334,1.431079,0.458766,0.297014
GTSE1,0.954767,142,98.72,1,1,True,6.066759,0.0,300.0,up,True,7.328402,1.261642,False,False,False,209,158.213239,0.000117,0.000144,0.563024,1,0.757001,7.328402,1.286759,1.261642,0.7672,0.902239,0.666394
CSF3,0.9539,143,98.71,1,1,True,-1.162274,0.0,14.683095,ns,False,3.89359,5.055864,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.89359,2.220646,5.055864,2.539144,0.056526,0.024759
CYP1A1,0.9538,144,98.7,1,1,True,0.451515,0.003483,2.45807,ns,False,2.150342,1.698827,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,2.150342,2.38969,1.698827,2.011829,0.018023,0.008556
MXRA5,0.9536,145,98.69,1,1,True,7.676662,0.0,300.0,up,True,10.952543,3.27588,False,False,False,123,84.465085,8.5e-05,0.0006,0.390793,1,0.686708,10.952543,1.440717,3.27588,1.147622,0.9929,0.666394
CDH3,0.953533,146,98.68,1,1,True,8.603001,0.0,300.0,up,True,10.443817,1.840816,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.443817,1.925154,1.840816,0.87258,0.997542,0.666394
IL33,0.953033,147,98.67,1,1,True,2.995057,0.0,183.410411,up,True,8.329423,5.334366,False,False,False,36,23.304207,0.000187,0.000288,0.44645,1,0.647339,8.329423,1.538056,5.334366,0.957969,0.218369,0.197797
CFB,0.952367,148,98.66,1,1,True,5.785084,0.0,300.0,up,True,11.850996,6.065912,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.850996,1.565132,6.065912,0.963668,0.854178,0.666394
NEK2,0.952067,149,98.65,1,1,True,6.99794,0.0,300.0,up,True,7.814592,0.816651,False,False,False,215,161.060749,0.000294,0.000148,0.538602,1,0.74912,7.814592,1.415162,0.816651,0.648928,0.978336,0.666394
BCL2A1,0.951833,150,98.64,1,1,True,0.797681,0.0,28.651218,ns,False,7.422923,6.625242,False,False,False,180,122.7434,4.3e-05,0.036935,0.591419,1,0.681908,7.422923,1.212177,6.625242,1.051595,0.036956,0.04178
FHL1,0.9518,151,98.63,1,1,True,0.764715,0.0,24.745584,ns,False,8.822763,8.058048,False,False,False,124,82.560094,0.000211,0.00265,0.275644,1,0.665807,8.822763,1.409532,8.058048,0.818391,0.034863,0.037775
COL10A1,0.9517,152,98.63,1,1,True,8.598162,0.0,300.0,up,True,9.372709,0.774547,False,False,False,59,40.04379,1e-06,0.000144,0.524428,1,0.678708,9.372709,1.833595,0.774547,0.774002,0.997451,0.666394
AKR1C1,0.9517,153,98.62,1,1,True,6.163409,0.0,169.151739,up,True,9.742538,3.57913,False,False,False,22,15.227659,1.3e-05,0.0,0.425547,1,0.692166,9.742538,3.320673,3.57913,0.750036,0.913344,0.181686
BMPER,0.9517,154,98.61,1,1,True,1.15076,0.0,34.140902,ns,False,4.268735,3.117975,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.268735,1.854668,3.117975,0.731633,0.05507,0.045877
CCL17,0.9516,155,98.6,1,1,True,2.571756,0.0,98.492783,up,True,4.788228,2.216473,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.788228,2.076678,2.216473,1.173272,0.167213,0.107774
CCL18,0.951467,156,98.59,1,1,True,3.541338,0.0,168.19973,up,True,10.270216,6.728878,False,False,False,84,54.330795,0.0,0.016354,0.641047,1,0.646795,10.270216,1.783301,6.728878,1.722852,0.306026,0.181049
LPL,0.9512,157,98.58,1,1,True,2.170774,0.0,90.139301,up,True,9.039166,6.868393,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.039166,1.922265,6.868393,0.796035,0.129528,0.099581
EGFL7,0.950833,158,98.57,1,1,True,1.612139,0.0,114.002402,ns,False,9.547509,7.93537,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.547509,1.167075,7.93537,0.762567,0.085017,0.123521
CCNA2,0.9508,159,98.56,1,1,True,5.811905,0.0,300.0,up,True,8.334875,2.52297,False,False,False,232,174.688901,0.000373,0.000154,0.481582,1,0.752969,8.334875,1.248946,2.52297,0.851112,0.859822,0.666394
LOX,0.9504,160,98.55,1,1,True,4.328109,0.0,300.0,up,True,9.046621,4.718512,False,False,False,76,50.454292,3.3e-05,0.000318,0.421429,1,0.663872,9.046621,1.258727,4.718512,0.840416,0.482887,0.666394
KIF23,0.950367,161,98.54,1,1,True,6.042672,0.0,300.0,up,True,8.070242,2.02757,False,False,False,232,175.750031,0.000303,0.000158,0.492644,1,0.757543,8.070242,1.315986,2.02757,0.656754,0.899599,0.666394
GSTA2,0.950267,162,98.53,1,1,True,2.579501,0.0,55.009702,up,True,4.414726,1.835225,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.414726,2.80294,1.835225,1.891749,0.167941,0.067085
PLK1,0.949433,163,98.53,1,1,True,6.197905,0.0,300.0,up,True,8.608528,2.410622,False,False,False,210,158.873314,0.000193,0.000144,0.554875,1,0.75654,8.608528,1.283141,2.410622,0.702807,0.918715,0.666394
TPX2,0.949133,164,98.52,1,1,True,7.583694,0.0,300.0,up,True,9.651785,2.068091,False,False,False,232,178.439567,0.000758,0.000158,0.497861,1,0.769136,9.651785,1.444507,2.068091,0.97436,0.99199,0.666394
VSIG4,0.949067,165,98.51,1,1,True,2.450484,0.0,134.271748,up,True,9.40444,6.953956,False,False,False,238,172.525762,1.3e-05,0.049202,0.564656,1,0.724898,9.40444,1.464903,6.953956,1.348575,0.154651,0.146004
SFRP1,0.948933,166,98.5,1,1,True,2.751477,0.0,101.032781,up,True,5.404577,2.6531,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.404577,2.179099,2.6531,1.316608,0.187511,0.110322
SERPIND1,0.9487,167,98.49,1,1,True,4.469162,0.0,141.075422,up,True,5.626773,1.157611,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.626773,2.8011,1.157611,1.039771,0.519843,0.153832
CDA,0.948667,168,98.48,1,1,True,2.741532,0.0,101.881988,up,True,6.907434,4.165902,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.907434,2.221909,4.165902,0.971264,0.186055,0.111005
CDCA8,0.948633,169,98.47,1,1,True,6.382794,0.0,300.0,up,True,8.317906,1.935112,False,False,False,218,165.940339,0.000187,0.000151,0.541123,1,0.761194,8.317906,1.171029,1.935112,0.75941,0.941471,0.666394
KLK10,0.948567,170,98.46,1,1,True,4.068223,0.0,128.575343,up,True,6.487165,2.418941,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.487165,2.783821,2.418941,0.882018,0.420353,0.138358
CTSE,0.9475,171,98.45,1,0,False,5.210955,0.0,157.323444,up,True,10.587479,5.376524,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,10.587479,3.035397,5.376524,1.299274,0.727926,0.170126
CHI3L2,0.947033,172,98.44,1,0,False,2.311496,0.0,80.869853,up,True,7.448263,5.136767,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,7.448263,1.962783,5.136767,1.651283,0.141635,0.091662
OSM,0.946667,173,98.43,1,1,True,2.896525,0.0,170.580263,up,True,6.311921,3.415396,False,False,False,3,1.837716,0.0,0.000221,0.650147,1,0.612572,6.311921,1.50696,3.415396,1.264954,0.20517,0.18387
SERPINB3,0.9462,174,98.43,1,1,True,3.663476,0.0,69.111336,up,True,4.847257,1.183781,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.847257,3.327304,1.183781,1.577289,0.331149,0.081285
MMP10,0.945533,175,98.42,1,1,True,3.616016,0.0,115.097285,up,True,4.803688,1.187672,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.803688,2.607812,1.187672,1.390634,0.320954,0.124977
TMPRSS4,0.945433,176,98.41,1,1,True,9.316329,0.0,300.0,up,True,10.219066,0.902736,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.219066,2.175637,0.902736,1.019073,0.998817,0.666394
IL7R,0.944933,177,98.4,1,1,True,0.913379,0.0,27.788932,ns,False,7.462364,6.548985,False,False,False,232,156.987964,4.3e-05,0.043611,0.481832,1,0.676672,7.462364,1.613816,6.548985,0.825094,0.042145,0.04087
CLDN3,0.944933,178,98.39,1,1,True,6.392281,0.0,300.0,up,True,10.429801,4.03752,False,False,False,2,1.271376,0.0,0.0,0.653223,1,0.635688,10.429801,1.592709,4.03752,1.357538,0.942017,0.666394
PMAIP1,0.944733,179,98.38,1,1,True,5.383887,0.0,300.0,up,True,8.254227,2.87034,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.254227,1.407267,2.87034,0.892454,0.769798,0.666394
PTN,0.9441,180,98.37,1,1,True,1.55018,0.0,53.918442,ns,False,6.407162,4.856982,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.407162,1.769125,4.856982,1.22022,0.080739,0.065902
LMO3,0.943733,181,98.36,1,1,True,5.69998,0.0,236.555997,up,True,10.26471,4.56473,False,False,False,9,6.031958,0.0,1e-06,0.574431,1,0.670218,10.26471,2.306402,4.56473,1.037835,0.838158,0.25669
MUC4,0.9437,182,98.35,1,1,True,8.249162,0.0,300.0,up,True,10.328141,2.078978,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.328141,2.629679,2.078978,1.349354,0.996086,0.666394
C15ORF48,0.943667,183,98.34,1,0,False,6.398675,0.0,300.0,up,True,9.242086,2.843411,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,9.242086,1.889827,2.843411,1.227193,0.942381,0.666394
TUBB2A,0.943367,184,98.33,1,1,True,5.880337,0.0,300.0,up,True,9.578476,3.698139,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.578476,1.327224,3.698139,0.74526,0.872474,0.666394
AGR2,0.9432,185,98.33,1,1,True,7.861163,0.0,300.0,up,True,12.548804,4.687641,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,12.548804,1.936369,4.687641,1.836855,0.993901,0.666394
CXCL13,0.943033,186,98.32,1,1,True,7.103142,0.0,300.0,up,True,8.339642,1.236499,False,False,False,57,37.251223,0.0,0.006967,0.607545,1,0.65353,8.339642,2.191518,1.236499,1.207776,0.981067,0.666394
CDKN3,0.943,187,98.31,1,1,True,5.446989,0.0,300.0,up,True,6.828555,1.381566,False,False,False,210,154.169921,0.000343,0.000137,0.510497,1,0.734142,6.828555,1.454069,1.381566,0.723695,0.785272,0.666394
TPSAB1,0.942567,188,98.3,1,0,False,2.194082,0.0,110.152062,up,True,8.467644,6.273561,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,8.467644,1.645658,6.273561,0.973799,0.131713,0.119607
COMP,0.942267,189,98.29,1,0,False,5.028367,0.0,200.761594,up,True,8.452316,3.423949,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,8.452316,2.392606,3.423949,1.418932,0.678045,0.216457
PKP1,0.942167,190,98.28,1,0,False,4.050089,0.0,114.64464,up,True,6.970202,2.920113,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,6.970202,3.008551,2.920113,1.263058,0.416166,0.124522
SPP1,0.942067,191,98.27,1,1,True,8.787257,0.0,300.0,up,True,12.44728,3.660023,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,12.44728,2.082866,3.660023,1.591926,0.998271,0.666394
ADH1C,0.9419,192,98.26,1,1,True,3.181861,0.0,84.456653,up,True,5.697633,2.515773,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.697633,2.933576,2.515773,1.011508,0.245221,0.09503
FOLR1,0.941867,193,98.25,1,1,True,3.78467,0.0,146.9725,up,True,10.477457,6.692787,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,10.477457,2.333786,6.692787,0.992269,0.355908,0.159021
DEPDC1B,0.941733,194,98.24,1,1,True,6.028643,0.0,300.0,up,True,6.751029,0.722386,False,False,False,197,145.707014,3.9e-05,0.000134,0.595233,1,0.739629,6.751029,1.443547,0.722386,0.486672,0.897233,0.666394
HBEGF,0.941333,195,98.23,1,1,True,2.288872,0.0,174.18855,up,True,8.645079,6.356207,False,False,False,1,0.62507,0.0,0.0,0.0,1,0.62507,8.645079,1.159707,6.356207,1.0163,0.139541,0.188149
MUC5B,0.940967,196,98.23,1,1,True,9.720594,0.0,235.566543,up,True,11.092056,1.371462,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,11.092056,3.906606,1.371462,1.573329,0.999454,0.255416
SELP,0.940867,197,98.22,1,1,True,2.016596,0.0,117.776401,up,True,6.615113,4.598517,False,False,False,73,47.835621,6.8e-05,0.002347,0.368826,1,0.655282,6.615113,1.458225,4.598517,0.789681,0.117331,0.127071
TM4SF4,0.9408,198,98.21,1,1,True,4.180793,0.0,94.430429,up,True,4.950047,0.769255,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.950047,3.466056,0.769255,0.585231,0.445749,0.103313
GJB2,0.940233,199,98.2,1,1,True,7.64897,0.0,300.0,up,True,8.570051,0.921082,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,8.570051,1.917031,0.921082,0.625535,0.992536,0.666394
ALB,0.939833,200,98.19,1,1,True,0.750679,1e-06,5.894611,ns,False,2.979115,2.228436,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,2.979115,2.894883,2.228436,1.594907,0.034043,0.014382
AMBP,0.939767,201,98.18,1,1,True,3.885111,0.0,113.074585,up,True,4.652602,0.767491,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.652602,2.818002,0.767491,0.532107,0.377116,0.122155
INHBA,0.9396,202,98.17,1,1,True,4.033593,0.0,259.89872,up,True,7.404399,3.370806,False,False,False,70,47.272341,1.9e-05,0.000322,0.523784,1,0.675319,7.404399,1.527488,3.370806,1.131372,0.411706,0.284362
LGALS4,0.9395,203,98.16,1,1,True,3.348481,0.0,68.825572,up,True,5.071474,1.722993,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,5.071474,3.547629,1.722993,0.735825,0.273257,0.081012
CPB2,0.939433,204,98.15,1,1,True,2.99547,0.0,78.038972,up,True,4.49519,1.499721,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,4.49519,2.711923,1.499721,1.473604,0.21846,0.088476
CCL19,0.9394,205,98.14,1,1,True,3.174548,0.0,107.056086,up,True,7.909724,4.735177,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.909724,2.055264,4.735177,2.220372,0.243674,0.116876
ITGB4,0.939367,206,98.13,1,1,True,7.264414,0.0,300.0,up,True,11.583286,4.318873,False,False,False,2,1.303173,4.1e-05,0.0,0.0,1,0.651587,11.583286,1.61327,4.318873,0.746071,0.9858,0.666394
PTGES,0.939233,207,98.12,1,1,True,5.498081,0.0,300.0,up,True,9.183125,3.685044,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,9.183125,1.513455,3.685044,1.224084,0.796013,0.666394
PITX1,0.939067,208,98.12,1,1,True,6.304027,0.0,240.411956,up,True,7.005609,0.701581,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.005609,2.396873,0.701581,0.767607,0.933643,0.260331
NTS,0.9388,209,98.11,1,1,True,2.335052,0.0,41.852903,up,True,3.530602,1.19555,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,3.530602,3.150234,1.19555,0.959212,0.144275,0.053523
SNCG,0.9381,210,98.1,1,1,True,3.036346,0.0,129.073246,up,True,7.555958,4.519611,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.555958,2.078366,4.519611,0.729214,0.224376,0.139268
MB,0.9378,211,98.09,1,1,True,4.543528,0.0,215.941716,up,True,6.554556,2.011029,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.554556,2.026216,2.011029,1.070022,0.541598,0.23093
CCNB1,0.9374,212,98.08,1,1,True,6.879222,0.0,300.0,up,True,9.36272,2.483498,False,False,False,228,166.959478,0.000641,0.000148,0.461381,1,0.732278,9.36272,1.167802,2.483498,0.863308,0.973603,0.666394
IGFBP3,0.937233,213,98.07,1,1,True,7.000081,0.0,300.0,up,True,12.269977,5.269896,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,12.269977,1.440781,5.269896,1.022185,0.978427,0.666394
TUBB3,0.937167,214,98.06,1,1,True,8.705578,0.0,300.0,up,True,10.523345,1.817768,False,False,False,1,0.608287,0.0,0.0,0.0,0,0.608287,10.523345,1.587009,1.817768,1.053445,0.997997,0.666394
MUC16,0.937167,215,98.05,1,1,True,7.372208,0.0,190.336934,up,True,7.978885,0.606677,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.978885,3.474708,0.606677,0.875006,0.988622,0.205352
IL1B,0.936667,216,98.04,1,1,True,3.38804,0.0,193.23161,up,True,6.733767,3.345727,False,False,False,27,16.961168,1e-06,0.004575,0.530126,1,0.628191,6.733767,1.461174,3.345727,1.612008,0.278718,0.208538
PLAU,0.9366,217,98.03,1,1,True,5.652041,0.0,300.0,up,True,11.07346,5.421419,False,False,False,15,9.417753,0.000118,6e-06,0.130927,1,0.62785,11.07346,1.648743,5.421419,0.752225,0.827508,0.666394
SBSN,0.936267,218,98.02,1,1,True,1.902938,0.0,50.868941,ns,False,2.757137,0.854199,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,2.757137,2.199666,0.854199,0.681207,0.107318,0.062534
ITGB3,0.9362,219,98.02,1,1,True,3.71982,0.0,212.052198,up,True,7.310665,3.590846,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,7.310665,1.690851,3.590846,0.912683,0.341708,0.227471
CTSK,0.936,220,98.01,1,1,True,5.250086,0.0,300.0,up,True,10.156873,4.906787,False,False,False,100,66.037779,5.2e-05,0.000905,0.372216,1,0.660378,10.156873,1.240767,4.906787,0.868888,0.737666,0.666394
DUOX2,0.935667,221,98.0,1,1,True,3.327682,0.0,124.668556,up,True,6.027428,2.699746,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.027428,2.333369,2.699746,0.796641,0.268433,0.133807
PSAT1,0.935167,222,97.99,1,1,True,5.873134,0.0,300.0,up,True,8.635892,2.762758,False,False,False,2,1.29251,0.0,0.0,0.647773,1,0.646255,8.635892,1.512861,2.762758,1.502622,0.8712,0.666394
IGF1,0.934767,223,97.98,1,1,True,4.185991,0.0,294.474567,up,True,7.496167,3.310175,False,False,False,24,15.213552,0.0,0.000305,0.537685,1,0.633898,7.496167,1.386119,3.310175,1.228816,0.447297,0.32596
RRM2,0.9344,224,97.97,1,1,True,8.105956,0.0,300.0,up,True,9.651744,1.545788,False,False,False,214,159.926619,0.000243,0.000147,0.540543,1,0.747321,9.651744,1.338344,1.545788,0.994706,0.995631,0.666394
KRT17,0.934233,225,97.96,1,0,False,6.217674,0.0,231.761574,up,True,9.055993,2.83832,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,9.055993,2.616421,2.83832,1.76838,0.921537,0.250956
SFTPD,0.9341,226,97.95,1,1,True,2.759504,0.0,67.479444,up,True,10.393947,7.634443,False,False,False,13,8.244806,3.2e-05,2e-06,0.280202,1,0.634216,10.393947,2.714374,7.634443,1.99873,0.188513,0.079738
KLK11,0.933933,227,97.94,1,1,True,2.836365,0.0,65.032598,up,True,6.983657,4.147292,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.983657,3.125508,4.147292,1.02027,0.197251,0.077553
MFAP5,0.933767,228,97.93,1,0,False,2.705071,0.0,92.39464,up,True,5.530227,2.825156,False,True,True,0,0.0,0.0,0.0,0.0,0,0.0,5.530227,2.227412,2.825156,1.507265,0.182414,0.101675
TGFBR3,0.933667,229,97.92,1,1,True,2.193257,0.0,159.224101,up,True,7.793155,5.599898,False,False,False,22,13.656218,2e-06,0.000222,0.556717,1,0.620737,7.793155,1.261936,5.599898,0.750304,0.131622,0.172583
ELF5,0.933133,230,97.92,1,1,True,4.853657,0.0,198.644481,up,True,6.468045,1.614387,False,False,False,0,0.0,0.0,0.0,0.0,0,0.0,6.468045,2.295948,1.614387,1.154749,0.630621,0.214273
